TXNAME	GENEID_0	chrom_I_337_1154
_1	chrom_I_1150_1415
_17970	chrom_X_195387_195519
_17971	chrom_X_195515_196348
_17972	chrom_X_196344_196687
_17973	chrom_X_196683_196867
_17974	chrom_X_196863_197867
_17975	chrom_X_197863_198219
_17976	chrom_X_198215_198474
_17977	chrom_X_198470_198856
_17978	chrom_X_198852_198922
_17979	chrom_X_198918_199778
_17980	chrom_X_199774_200027
_17981	chrom_X_200023_200087
_17982	chrom_X_200083_200390
_17983	chrom_X_200386_200552
_17984	chrom_X_200548_201389
_17985	chrom_X_201385_201522
_17986	chrom_X_201518_201858
_17987	chrom_X_201854_202199
_17988	chrom_X_202195_202436
_17989	chrom_X_202432_202574
_17990	chrom_X_202570_202863
_17991	chrom_X_202859_203071
_17992	chrom_X_203067_203720
_17993	chrom_X_203716_203967
_17994	chrom_X_203963_204560
_17995	chrom_X_204556_204783
_17996	chrom_X_204779_205644
_17997	chrom_X_205640_206217
_17998	chrom_X_206213_206566
_17999	chrom_X_206562_206839
_18000	chrom_X_206835_206923
_18001	chrom_X_206919_207089
_18002	chrom_X_207085_207262
_18003	chrom_X_207258_208084
_18004	chrom_X_208080_209052
_18005	chrom_X_209048_209104
_18006	chrom_X_209100_209449
_18007	chrom_X_209445_209923
_18008	chrom_X_209919_210105
_18009	chrom_X_210101_210282
_18010	chrom_X_210278_210383
_18011	chrom_X_210379_211787
_18012	chrom_X_211783_212082
_18013	chrom_X_212078_212779
_18014	chrom_X_212775_213650
_18015	chrom_X_213646_213869
_18016	chrom_X_213865_214079
_18017	chrom_X_214075_214202
_18018	chrom_X_214198_214329
_18019	chrom_X_214325_214474
_18020	chrom_X_214470_214661
_18021	chrom_X_214657_214676
_18022	chrom_X_214672_214717
_18023	chrom_X_214713_214865
_18024	chrom_X_214861_215112
_18025	chrom_X_215108_215215
_18026	chrom_X_215211_216236
_18027	chrom_X_216232_216253
_18028	chrom_X_216249_216374
_18029	chrom_X_216370_216722
_18030	chrom_X_216718_217837
_18031	chrom_X_217833_218698
_18032	chrom_X_218694_219207
_18033	chrom_X_219203_219345
_18034	chrom_X_219341_219498
_18035	chrom_X_219494_219773
_18036	chrom_X_219769_219855
_18037	chrom_X_219851_220042
_18038	chrom_X_220038_221127
_18039	chrom_X_221123_221513
_18040	chrom_X_221509_221533
_18041	chrom_X_221529_221622
_18042	chrom_X_221618_222145
_18043	chrom_X_222141_222267
_18044	chrom_X_222263_222435
_18045	chrom_X_222431_222501
_18046	chrom_X_222497_222726
_18047	chrom_X_222722_222822
_18048	chrom_X_222818_222945
_18049	chrom_X_222941_223626
_18050	chrom_X_223622_223653
_18051	chrom_X_223649_224096
_18052	chrom_X_224092_224518
_18053	chrom_X_224514_224733
_18054	chrom_X_224729_225185
_18055	chrom_X_225181_225644
_18056	chrom_X_225640_226223
_18057	chrom_X_226219_226547
_18058	chrom_X_226543_227001
_18059	chrom_X_226997_228221
_18060	chrom_X_228217_228746
_18061	chrom_X_228742_229027
_18062	chrom_X_229023_229325
_18063	chrom_X_229321_229426
_18064	chrom_X_229422_229835
_18065	chrom_X_229831_230001
_18066	chrom_X_229997_230503
_18067	chrom_X_230499_230588
_18068	chrom_X_230584_230978
_18069	chrom_X_230974_231032
_18070	chrom_X_231028_231233
_18071	chrom_X_231229_231567
_18072	chrom_X_231563_231806
_18073	chrom_X_231802_232406
_18074	chrom_X_232402_232802
_18075	chrom_X_232798_232889
_18076	chrom_X_232885_233378
_18077	chrom_X_233374_233420
_18078	chrom_X_233416_233732
_18079	chrom_X_233728_233927
_18080	chrom_X_233923_234197
_18081	chrom_X_234193_234459
_18082	chrom_X_234455_235109
_18083	chrom_X_235105_235145
_18084	chrom_X_235141_235262
_18085	chrom_X_235258_235661
_18086	chrom_X_235657_235844
_18087	chrom_X_235840_236472
_18088	chrom_X_236468_237186
_18089	chrom_X_237182_237291
_18090	chrom_X_237287_237363
_18091	chrom_X_237359_237510
_18092	chrom_X_237506_238615
_18093	chrom_X_238611_238906
_18094	chrom_X_238902_239249
_18095	chrom_X_239245_239324
_18096	chrom_X_239320_239717
_18097	chrom_X_239713_240071
_18098	chrom_X_240067_240252
_18099	chrom_X_240248_240287
_18100	chrom_X_240283_240300
_18101	chrom_X_240296_240965
_18102	chrom_X_240961_241280
_18103	chrom_X_241276_241562
_18104	chrom_X_241558_241604
_18105	chrom_X_241600_241638
_18106	chrom_X_241634_241884
_18107	chrom_X_241880_241952
_18108	chrom_X_241948_242169
_18109	chrom_X_242165_242338
_18110	chrom_X_242334_242802
_18111	chrom_X_242798_243073
_18112	chrom_X_243069_243510
_18113	chrom_X_243506_243649
_18114	chrom_X_243645_243973
_18115	chrom_X_243969_244138
_18116	chrom_X_244134_244378
_18117	chrom_X_244374_244771
_18118	chrom_X_244767_245168
_18119	chrom_X_245164_245774
_18120	chrom_X_245770_245942
_18121	chrom_X_245938_245999
_18122	chrom_X_245995_246220
_18123	chrom_X_246216_246786
_18124	chrom_X_246782_247676
_18125	chrom_X_247672_247978
_18126	chrom_X_247974_248031
_18127	chrom_X_248027_249745
_18128	chrom_X_249741_249789
_18129	chrom_X_249785_250809
_18130	chrom_X_250805_250935
_18131	chrom_X_250931_250964
_18132	chrom_X_250960_251055
_18133	chrom_X_251051_251095
_18134	chrom_X_251091_251192
_18135	chrom_X_251188_251703
_18136	chrom_X_251699_251707
_18137	chrom_X_251703_252295
_18138	chrom_X_252291_252421
_18139	chrom_X_252417_252500
_18140	chrom_X_252496_252505
_18141	chrom_X_252501_252655
_18142	chrom_X_252651_252688
_18143	chrom_X_252684_252974
_18144	chrom_X_252970_253543
_18145	chrom_X_253539_253895
_18146	chrom_X_253891_254198
_18147	chrom_X_254194_255286
_18148	chrom_X_255282_255404
_18149	chrom_X_255400_255442
_18150	chrom_X_255438_255846
_18151	chrom_X_255842_256414
_18152	chrom_X_256410_256497
_18153	chrom_X_256493_256895
_18154	chrom_X_256891_257394
_18155	chrom_X_257390_257442
_18156	chrom_X_257438_257769
_18157	chrom_X_257765_257831
_18158	chrom_X_257827_257942
_18159	chrom_X_257938_258255
_18160	chrom_X_258251_258261
_18161	chrom_X_258257_258614
_18162	chrom_X_258610_259062
_18163	chrom_X_259058_259491
_18164	chrom_X_259487_260245
_18165	chrom_X_260241_260496
_18166	chrom_X_260492_260538
_18167	chrom_X_260534_261716
_18168	chrom_X_261712_261797
_18169	chrom_X_261793_262048
_18170	chrom_X_262044_262061
_18171	chrom_X_262057_262612
_18172	chrom_X_262608_262890
_18173	chrom_X_262886_263016
_18174	chrom_X_263012_263204
_18175	chrom_X_263200_263489
_18176	chrom_X_263485_263528
_18177	chrom_X_263524_263954
_18178	chrom_X_263950_264355
_18179	chrom_X_264351_264407
_18180	chrom_X_264403_264554
_18181	chrom_X_264550_264760
_18182	chrom_X_264756_265260
_18183	chrom_X_265256_265643
_18184	chrom_X_265639_265694
_18185	chrom_X_265690_266407
_18186	chrom_X_266403_266422
_18187	chrom_X_266418_267319
_18188	chrom_X_267315_268324
_18189	chrom_X_268320_268389
_18190	chrom_X_268385_268857
_18191	chrom_X_268853_268999
_18192	chrom_X_268995_269207
_18193	chrom_X_269203_269256
_18194	chrom_X_269252_269643
_18195	chrom_X_269639_270726
_18196	chrom_X_270722_271476
_18197	chrom_X_271472_271714
_18198	chrom_X_271710_272515
_18199	chrom_X_272511_273056
_18200	chrom_X_273052_273085
_18201	chrom_X_273081_273241
_18202	chrom_X_273237_273308
_18203	chrom_X_273304_273652
_18204	chrom_X_273648_274094
_18205	chrom_X_274090_274285
_18206	chrom_X_274281_274538
_18207	chrom_X_274534_275030
_18208	chrom_X_275026_275204
_18209	chrom_X_275200_275338
_18210	chrom_X_275334_275512
_18211	chrom_X_275508_275909
_18212	chrom_X_275905_276641
_18213	chrom_X_276637_277411
_18214	chrom_X_277407_277417
_18215	chrom_X_277413_278021
_18216	chrom_X_278017_278565
_18217	chrom_X_278561_279251
_18218	chrom_X_279247_279274
_18219	chrom_X_279270_279392
_18220	chrom_X_279388_279716
_18221	chrom_X_279712_280147
_18222	chrom_X_280143_280340
_18223	chrom_X_280336_280357
_18224	chrom_X_280353_280447
_18225	chrom_X_280443_280555
_18226	chrom_X_280551_280636
_18227	chrom_X_280632_280868
_18228	chrom_X_280864_281214
_18229	chrom_X_281210_281293
_18230	chrom_X_281289_281384
_18231	chrom_X_281380_281724
_18232	chrom_X_281720_282150
_18233	chrom_X_282146_282300
_18234	chrom_X_282296_282574
_18235	chrom_X_282570_283040
_18236	chrom_X_283036_283051
_18237	chrom_X_283047_283342
_18238	chrom_X_283338_283733
_18239	chrom_X_283729_284078
_18240	chrom_X_284074_284114
_18241	chrom_X_284110_284470
_18242	chrom_X_284466_285215
_18243	chrom_X_285211_286025
_18244	chrom_X_286021_286623
_18245	chrom_X_286619_286720
_18246	chrom_X_286716_286758
_18247	chrom_X_286754_288080
_18248	chrom_X_288076_289059
_18249	chrom_X_289055_289178
_18250	chrom_X_289174_289854
_18251	chrom_X_289850_290755
_18252	chrom_X_290751_291174
_18253	chrom_X_291170_291484
_18254	chrom_X_291480_292012
_18255	chrom_X_292008_292175
_18256	chrom_X_292171_292245
_18257	chrom_X_292241_293088
_18258	chrom_X_293084_293267
_18259	chrom_X_293263_294688
_18260	chrom_X_294684_295180
_18261	chrom_X_295176_295412
_18262	chrom_X_295408_295606
_18263	chrom_X_295602_295678
_18264	chrom_X_295674_295724
_18265	chrom_X_295720_295865
_18266	chrom_X_295861_295923
_18267	chrom_X_295919_295970
_18268	chrom_X_295966_296084
_18269	chrom_X_296080_296098
_18270	chrom_X_296094_296670
_18271	chrom_X_296666_296899
_18272	chrom_X_296895_297106
_18273	chrom_X_297102_297120
_18274	chrom_X_297116_297139
_18275	chrom_X_297135_297247
_18276	chrom_X_297243_298039
_18277	chrom_X_298035_298316
_18278	chrom_X_298312_298510
_18279	chrom_X_298506_299769
_18280	chrom_X_299765_299928
_18281	chrom_X_299924_300303
_18282	chrom_X_300299_300693
_18283	chrom_X_300689_301313
_18284	chrom_X_301309_301572
_18285	chrom_X_301568_301707
_18286	chrom_X_301703_301831
_18287	chrom_X_301827_301984
_18288	chrom_X_301980_302145
_18289	chrom_X_302141_302167
_18290	chrom_X_302163_302595
_18291	chrom_X_302591_302601
_18292	chrom_X_302597_303160
_18293	chrom_X_303156_303193
_18294	chrom_X_303189_303334
_18295	chrom_X_303330_303371
_18296	chrom_X_303367_303439
_18297	chrom_X_303435_303455
_18298	chrom_X_303451_303599
_18299	chrom_X_303595_304018
_18300	chrom_X_304014_304025
_18301	chrom_X_304021_304241
_18302	chrom_X_304237_304997
_18303	chrom_X_304993_305007
_18304	chrom_X_305003_305405
_18305	chrom_X_305401_305642
_18306	chrom_X_305638_305893
_18307	chrom_X_305889_305904
_18308	chrom_X_305900_306034
_18309	chrom_X_306030_306172
_18310	chrom_X_306168_306201
_18311	chrom_X_306197_306916
_18312	chrom_X_306912_307058
_18313	chrom_X_307054_307135
_18314	chrom_X_307131_307372
_18315	chrom_X_307368_307388
_18316	chrom_X_307384_308004
_18317	chrom_X_308000_308028
_18318	chrom_X_308024_308390
_18319	chrom_X_308386_308664
_18320	chrom_X_308660_308913
_18321	chrom_X_308909_309027
_18322	chrom_X_309023_309615
_18323	chrom_X_309611_310014
_18324	chrom_X_310010_310113
_18325	chrom_X_310109_310281
_18326	chrom_X_310277_310383
_18327	chrom_X_310379_310410
_18328	chrom_X_310406_311650
_18329	chrom_X_311646_312078
_18330	chrom_X_312074_312214
_18331	chrom_X_312210_312464
_18332	chrom_X_312460_312529
_18333	chrom_X_312525_312771
_18334	chrom_X_312767_313094
_18335	chrom_X_313090_313196
_18336	chrom_X_313192_313215
_18337	chrom_X_313211_313628
_18338	chrom_X_313624_313875
_18339	chrom_X_313871_313984
_18340	chrom_X_313980_314007
_18341	chrom_X_314003_314308
_18342	chrom_X_314304_314520
_18343	chrom_X_314516_314699
_18344	chrom_X_314695_314807
_18345	chrom_X_314803_315009
_18346	chrom_X_315005_315066
_18347	chrom_X_315062_315105
_18348	chrom_X_315101_315465
_18349	chrom_X_315461_315573
_18350	chrom_X_315569_316198
_18351	chrom_X_316194_316330
_18352	chrom_X_316326_316786
_18353	chrom_X_316782_316928
_18354	chrom_X_316924_317399
_18355	chrom_X_317395_317405
_18356	chrom_X_317401_317417
_18357	chrom_X_317413_317458
_18358	chrom_X_317454_317475
_18359	chrom_X_317471_317616
_18360	chrom_X_317612_317675
_18361	chrom_X_317671_320683
_18362	chrom_X_320679_320694
_18363	chrom_X_320690_322508
_18364	chrom_X_322504_323912
_18365	chrom_X_323908_324415
_18366	chrom_X_324411_324523
_18367	chrom_X_324519_324565
_18368	chrom_X_324561_325018
_18369	chrom_X_325014_325189
_18370	chrom_X_325185_325845
_18371	chrom_X_325841_326045
_18372	chrom_X_326041_326581
_18373	chrom_X_326577_326791
_18374	chrom_X_326787_327028
_18375	chrom_X_327024_327046
_18376	chrom_X_327042_327337
_18377	chrom_X_327333_327606
_18378	chrom_X_327602_327616
_18379	chrom_X_327612_327928
_18380	chrom_X_327924_328831
_18381	chrom_X_328827_329362
_18382	chrom_X_329358_330080
_18383	chrom_X_330076_330203
_18384	chrom_X_330199_330390
_18385	chrom_X_330386_330427
_18386	chrom_X_330423_331268
_18387	chrom_X_331264_331463
_18388	chrom_X_331459_331480
_18389	chrom_X_331476_331601
_18390	chrom_X_331597_331703
_18391	chrom_X_331699_332150
_18392	chrom_X_332146_332318
_18393	chrom_X_332314_332348
_18394	chrom_X_332344_332417
_18395	chrom_X_332413_332512
_18396	chrom_X_332508_332564
_18397	chrom_X_332560_332633
_18398	chrom_X_332629_333316
_18399	chrom_X_333312_334130
_18400	chrom_X_334126_334385
_18401	chrom_X_334381_334526
_18402	chrom_X_334522_334824
_18403	chrom_X_334820_334851
_18404	chrom_X_334847_335077
_18405	chrom_X_335073_335208
_18406	chrom_X_335204_335634
_18407	chrom_X_335630_335738
_18408	chrom_X_335734_335937
_18409	chrom_X_335933_335987
_18410	chrom_X_335983_336128
_18411	chrom_X_336124_336244
_18412	chrom_X_336240_336783
_18413	chrom_X_336779_337593
_18414	chrom_X_337589_337836
_18415	chrom_X_337832_337946
_18416	chrom_X_337942_337959
_18417	chrom_X_337955_338277
_18418	chrom_X_338273_338371
_18419	chrom_X_338367_338487
_18420	chrom_X_338483_338541
_18421	chrom_X_338537_339249
_18422	chrom_X_339245_339838
_18423	chrom_X_339834_340060
_18424	chrom_X_340056_340265
_18425	chrom_X_340261_341171
_18426	chrom_X_341167_341261
_18427	chrom_X_341257_341423
_18428	chrom_X_341419_341572
_18429	chrom_X_341568_341580
_18430	chrom_X_341576_341813
_18431	chrom_X_341809_342117
_18432	chrom_X_342113_342322
_18433	chrom_X_342318_342538
_18434	chrom_X_342534_342631
_18435	chrom_X_342627_343206
_18436	chrom_X_343202_343624
_18437	chrom_X_343620_344176
_18438	chrom_X_344172_344950
_18439	chrom_X_344946_344970
_18440	chrom_X_344966_345166
_18441	chrom_X_345162_345291
_18442	chrom_X_345287_345441
_18443	chrom_X_345437_345597
_18444	chrom_X_345593_347213
_18445	chrom_X_347209_347863
_18446	chrom_X_347859_347876
_18447	chrom_X_347872_348320
_18448	chrom_X_348316_348602
_18449	chrom_X_348598_349747
_18450	chrom_X_349743_350048
_18451	chrom_X_350044_350444
_18452	chrom_X_350440_350498
_18453	chrom_X_350494_350615
_18454	chrom_X_350611_350628
_18455	chrom_X_350624_350647
_18456	chrom_X_350643_350891
_18457	chrom_X_350887_350947
_18458	chrom_X_350943_352217
_18459	chrom_X_352213_352689
_18460	chrom_X_352685_352909
_18461	chrom_X_352905_353775
_18462	chrom_X_353771_353878
_18463	chrom_X_353874_354308
_18464	chrom_X_354304_354439
_18465	chrom_X_354435_354635
_18466	chrom_X_354631_355028
_18467	chrom_X_355024_355504
_18468	chrom_X_355500_355566
_18469	chrom_X_355562_357066
_18470	chrom_X_357062_357656
_18471	chrom_X_357652_357669
_18472	chrom_X_357665_357922
_18473	chrom_X_357918_357979
_18474	chrom_X_357975_357993
_18475	chrom_X_357989_358387
_18476	chrom_X_358383_359053
_18477	chrom_X_359049_360373
_18478	chrom_X_360369_360427
_18479	chrom_X_360423_360673
_18480	chrom_X_360669_361730
_18481	chrom_X_361726_361908
_18482	chrom_X_361904_362027
_18483	chrom_X_362023_362054
_18484	chrom_X_362050_362627
_18485	chrom_X_362623_362691
_18486	chrom_X_362687_363618
_18487	chrom_X_363614_364565
_18488	chrom_X_364561_364805
_18489	chrom_X_364801_364931
_18490	chrom_X_364927_365273
_18491	chrom_X_365269_365774
_18492	chrom_X_365770_365821
_18493	chrom_X_365817_366219
_18494	chrom_X_366215_366630
_18495	chrom_X_366626_367901
_18496	chrom_X_367897_367985
_18497	chrom_X_367981_368376
_18498	chrom_X_368372_368553
_18499	chrom_X_368549_368832
_18500	chrom_X_368828_368871
_18501	chrom_X_368867_368890
_18502	chrom_X_368886_369135
_18503	chrom_X_369131_369484
_18504	chrom_X_369480_369702
_18505	chrom_X_369698_369830
_18506	chrom_X_369826_370206
_18507	chrom_X_370202_370464
_18508	chrom_X_370460_370471
_18509	chrom_X_370467_371001
_18510	chrom_X_370997_371256
_18511	chrom_X_371252_371508
_18512	chrom_X_371504_371951
_18513	chrom_X_371947_372528
_18514	chrom_X_372524_373658
_18515	chrom_X_373654_373734
_18516	chrom_X_373730_374452
_18517	chrom_X_374448_376311
_18518	chrom_X_376307_376489
_18519	chrom_X_376485_376556
_18520	chrom_X_376552_376698
_18521	chrom_X_376694_377110
_18522	chrom_X_377106_377178
_18523	chrom_X_377174_377392
_18524	chrom_X_377388_377684
_18525	chrom_X_377680_378140
_18526	chrom_X_378136_378421
_18527	chrom_X_378417_378504
_18528	chrom_X_378500_378928
_18529	chrom_X_378924_379030
_18530	chrom_X_379026_379243
_18531	chrom_X_379239_379432
_18532	chrom_X_379428_379627
_18533	chrom_X_379623_379672
_18534	chrom_X_379668_379707
_18535	chrom_X_379703_380159
_18536	chrom_X_380155_380574
_18537	chrom_X_380570_380817
_18538	chrom_X_380813_380822
_18539	chrom_X_380818_380826
_18540	chrom_X_380822_381062
_18541	chrom_X_381058_381687
_18542	chrom_X_381683_381710
_18543	chrom_X_381706_381834
_18544	chrom_X_381830_382173
_18545	chrom_X_382169_382387
_18546	chrom_X_382383_382776
_18547	chrom_X_382772_383973
_18548	chrom_X_383969_383988
_18549	chrom_X_383984_384038
_18550	chrom_X_384034_384372
_18551	chrom_X_384368_384722
_18552	chrom_X_384718_385079
_18553	chrom_X_385075_385158
_18554	chrom_X_385154_385207
_18555	chrom_X_385203_385557
_18556	chrom_X_385553_386419
_18557	chrom_X_386415_386783
_18558	chrom_X_386779_387790
_18559	chrom_X_387786_388213
_18560	chrom_X_388209_388526
_18561	chrom_X_388522_388556
_18562	chrom_X_388552_388625
_18563	chrom_X_388621_389327
_18564	chrom_X_389323_389465
_18565	chrom_X_389461_389499
_18566	chrom_X_389495_389933
_18567	chrom_X_389929_390127
_18568	chrom_X_390123_390765
_18569	chrom_X_390761_390933
_18570	chrom_X_390929_391548
_18571	chrom_X_391544_391853
_18572	chrom_X_391849_391966
_18573	chrom_X_391962_392260
_18574	chrom_X_392256_392965
_18575	chrom_X_392961_393211
_18576	chrom_X_393207_394109
_18577	chrom_X_394105_394459
_18578	chrom_X_394455_394582
_18579	chrom_X_394578_394678
_18580	chrom_X_394674_394960
_18581	chrom_X_394956_395183
_18582	chrom_X_395179_395228
_18583	chrom_X_395224_395291
_18584	chrom_X_395287_395482
_18585	chrom_X_395478_395713
_18586	chrom_X_395709_395777
_18587	chrom_X_395773_395890
_18588	chrom_X_395886_396214
_18589	chrom_X_396210_396219
_18590	chrom_X_396215_396246
_18591	chrom_X_396242_396634
_18592	chrom_X_396630_397120
_18593	chrom_X_397116_397145
_18594	chrom_X_397141_397404
_18595	chrom_X_397400_397702
_18596	chrom_X_397698_398159
_18597	chrom_X_398155_398318
_18598	chrom_X_398314_399148
_18599	chrom_X_399144_399600
_18600	chrom_X_399596_399607
_18601	chrom_X_399603_400887
_18602	chrom_X_400883_402209
_18603	chrom_X_402205_402327
_18604	chrom_X_402323_403177
_18605	chrom_X_403173_403403
_18606	chrom_X_403399_403750
_18607	chrom_X_403746_404049
_18608	chrom_X_404045_404460
_18609	chrom_X_404456_404496
_18610	chrom_X_404492_404571
_18611	chrom_X_404567_404941
_18612	chrom_X_404937_406514
_18613	chrom_X_406510_406667
_18614	chrom_X_406663_406764
_18615	chrom_X_406760_407092
_18616	chrom_X_407088_407516
_18617	chrom_X_407512_407709
_18618	chrom_X_407705_408468
_18619	chrom_X_408464_408738
_18620	chrom_X_408734_408869
_18621	chrom_X_408865_408948
_18622	chrom_X_408944_409554
_18623	chrom_X_409550_410046
_18624	chrom_X_410042_410338
_18625	chrom_X_410334_410923
_18626	chrom_X_410919_411313
_18627	chrom_X_411309_411633
_18628	chrom_X_411629_411709
_18629	chrom_X_411705_411899
_18630	chrom_X_411895_412334
_18631	chrom_X_412330_412458
_18632	chrom_X_412454_412576
_18633	chrom_X_412572_412684
_18634	chrom_X_412680_412762
_18635	chrom_X_412758_413058
_18636	chrom_X_413054_413242
_18637	chrom_X_413238_413331
_18638	chrom_X_413327_414307
_18639	chrom_X_414303_414708
_18640	chrom_X_414704_414877
_18641	chrom_X_414873_415314
_18642	chrom_X_415310_415553
_18643	chrom_X_415549_415658
_18644	chrom_X_415654_416432
_18645	chrom_X_416428_416482
_18646	chrom_X_416478_416492
_18647	chrom_X_416488_418104
_18648	chrom_X_418100_418531
_18649	chrom_X_418527_418570
_18650	chrom_X_418566_419631
_18651	chrom_X_419627_420188
_18652	chrom_X_420184_421021
_18653	chrom_X_421017_421147
_18654	chrom_X_421143_421386
_18655	chrom_X_421382_421506
_18656	chrom_X_421502_421941
_18657	chrom_X_421937_422108
_18658	chrom_X_422104_422248
_18659	chrom_X_422244_422514
_18660	chrom_X_422510_422604
_18661	chrom_X_422600_422824
_18662	chrom_X_422820_423113
_18663	chrom_X_423109_423252
_18664	chrom_X_423248_423270
_18665	chrom_X_423266_423375
_18666	chrom_X_423371_424248
_18667	chrom_X_424244_424349
_18668	chrom_X_424345_424479
_18669	chrom_X_424475_425623
_18670	chrom_X_425619_426178
_18671	chrom_X_426174_426432
_18672	chrom_X_426428_426472
_18673	chrom_X_426468_426530
_18674	chrom_X_426526_426599
_18675	chrom_X_426595_426640
_18676	chrom_X_426636_426691
_18677	chrom_X_426687_427014
_18678	chrom_X_427010_427177
_18679	chrom_X_427173_427567
_18680	chrom_X_427563_428506
_18681	chrom_X_428502_429103
_18682	chrom_X_429099_429411
_18683	chrom_X_429407_429720
_18684	chrom_X_429716_429946
_18685	chrom_X_429942_429976
_18686	chrom_X_429972_431068
_18687	chrom_X_431064_431315
_18688	chrom_X_431311_431448
_18689	chrom_X_431444_431700
_18690	chrom_X_431696_432027
_18691	chrom_X_432023_432067
_18692	chrom_X_432063_432148
_18693	chrom_X_432144_432272
_18694	chrom_X_432268_432818
_18695	chrom_X_432814_432837
_18696	chrom_X_432833_433752
_18697	chrom_X_433748_434308
_18698	chrom_X_434304_434960
_18699	chrom_X_434956_435722
_18700	chrom_X_435718_435839
_18701	chrom_X_435835_435995
_18702	chrom_X_435991_436675
_18703	chrom_X_436671_437071
_18704	chrom_X_437067_437106
_18705	chrom_X_437102_437601
_18706	chrom_X_437597_437961
_18707	chrom_X_437957_438377
_18708	chrom_X_438373_439094
_18709	chrom_X_439090_439403
_18710	chrom_X_439399_439433
_18711	chrom_X_439429_439625
_18712	chrom_X_439621_439868
_18713	chrom_X_439864_440475
_18714	chrom_X_440471_440508
_18715	chrom_X_440504_440616
_18716	chrom_X_440612_441231
_18717	chrom_X_441227_441297
_18718	chrom_X_441293_441604
_18719	chrom_X_441600_441807
_18720	chrom_X_441803_442248
_18721	chrom_X_442244_442293
_18722	chrom_X_442289_442440
_18723	chrom_X_442436_442946
_18724	chrom_X_442942_443075
_18725	chrom_X_443071_443753
_18726	chrom_X_443749_443799
_18727	chrom_X_443795_443992
_18728	chrom_X_443988_444346
_18729	chrom_X_444342_444480
_18730	chrom_X_444476_444739
_18731	chrom_X_444735_445055
_18732	chrom_X_445051_445712
_18733	chrom_X_445708_445799
_18734	chrom_X_445795_445933
_18735	chrom_X_445929_445978
_18736	chrom_X_445974_446131
_18737	chrom_X_446127_446172
_18738	chrom_X_446168_446305
_18739	chrom_X_446301_446407
_18740	chrom_X_446403_446676
_18741	chrom_X_446672_447297
_18742	chrom_X_447293_447490
_18743	chrom_X_447486_447649
_18744	chrom_X_447645_448125
_18745	chrom_X_448121_449522
_18746	chrom_X_449518_449571
_18747	chrom_X_449567_450115
_18748	chrom_X_450111_450478
_18749	chrom_X_450474_451895
_18750	chrom_X_451891_452517
_18751	chrom_X_452513_452821
_18752	chrom_X_452817_452959
_18753	chrom_X_452955_452998
_18754	chrom_X_452994_453452
_18755	chrom_X_453448_454470
_18756	chrom_X_454466_454586
_18757	chrom_X_454582_454854
_18758	chrom_X_454850_455078
_18759	chrom_X_455074_455485
_18760	chrom_X_455481_455515
_18761	chrom_X_455511_455679
_18762	chrom_X_455675_456135
_18763	chrom_X_456131_456902
_18764	chrom_X_456898_457272
_18765	chrom_X_457268_457529
_18766	chrom_X_457525_457822
_18767	chrom_X_457818_458264
_18768	chrom_X_458260_458390
_18769	chrom_X_458386_458809
_18770	chrom_X_458805_458864
_18771	chrom_X_458860_458912
_18772	chrom_X_458908_459065
_18773	chrom_X_459061_459100
_18774	chrom_X_459096_459274
_18775	chrom_X_459270_459554
_18776	chrom_X_459550_459978
_18777	chrom_X_459974_460013
_18778	chrom_X_460009_460155
_18779	chrom_X_460151_460805
_18780	chrom_X_460801_461058
_18781	chrom_X_461054_461091
_18782	chrom_X_461087_461336
_18783	chrom_X_461332_462129
_18784	chrom_X_462125_462531
_18785	chrom_X_462527_463984
_18786	chrom_X_463980_464303
_18787	chrom_X_464299_465223
_18788	chrom_X_465219_465670
_18789	chrom_X_465666_466540
_18790	chrom_X_466536_466685
_18791	chrom_X_466681_466799
_18792	chrom_X_466795_467092
_18793	chrom_X_467088_467118
_18794	chrom_X_467114_467389
_18795	chrom_X_467385_467488
_18796	chrom_X_467484_467575
_18797	chrom_X_467571_467950
_18798	chrom_X_467946_468046
_18799	chrom_X_468042_468060
_18800	chrom_X_468056_468698
_18801	chrom_X_468694_468825
_18802	chrom_X_468821_468837
_18803	chrom_X_468833_469483
_18804	chrom_X_469479_470456
_18805	chrom_X_470452_470836
_18806	chrom_X_470832_470932
_18807	chrom_X_470928_471043
_18808	chrom_X_471039_471488
_18809	chrom_X_471484_472213
_18810	chrom_X_472209_472358
_18811	chrom_X_472354_472616
_18812	chrom_X_472612_472854
_18813	chrom_X_472850_473396
_18814	chrom_X_473392_473818
_18815	chrom_X_473814_474173
_18816	chrom_X_474169_474407
_18817	chrom_X_474403_475294
_18818	chrom_X_475290_475453
_18819	chrom_X_475449_475539
_18820	chrom_X_475535_475555
_18821	chrom_X_475551_475772
_18822	chrom_X_475768_476152
_18823	chrom_X_476148_476167
_18824	chrom_X_476163_476303
_18825	chrom_X_476299_476387
_18826	chrom_X_476383_477824
_18827	chrom_X_477820_477831
_18828	chrom_X_477827_478032
_18829	chrom_X_478028_478203
_18830	chrom_X_478199_478438
_18831	chrom_X_478434_478980
_18832	chrom_X_478976_479402
_18833	chrom_X_479398_479757
_18834	chrom_X_479753_480878
_18835	chrom_X_480874_481037
_18836	chrom_X_481033_481123
_18837	chrom_X_481119_481139
_18838	chrom_X_481135_481356
_18839	chrom_X_481352_481736
_18840	chrom_X_481732_481751
_18841	chrom_X_481747_481807
